,link,text,user,likes,quotes,retweets,comments
81,https://twitter.com/narendramodi/status/1799042104443998607#m,"मेरे जीवन का हर पल डॉ. बाबासाहेब अम्बेडकर द्वारा दिए गए भारत के संविधान के महान मूल्यों के प्रति समर्पित है। यह हमारा संविधान ही है, जिससे एक गरीब और पिछड़े परिवार में पैदा हुए मुझ जैसे व्यक्ति को भी राष्ट्रसेवा का अवसर मिला है। ये हमारा संविधान ही है, जिसकी वजह से आज करोड़ों…",Narendra Modi,146328,1380,20839,9370
82,https://twitter.com/narendramodi/status/1799042059883741371#m,"Every moment of my life is dedicated to upholding the noble values enshrined in the Constitution of India, given to us by Dr. Babasaheb Ambedkar. It is only due to the Constitution that a person like me, born into poverty and in a backward family, is able to serve the nation. Our…",Narendra Modi,188458,1578,23533,5036
83,https://twitter.com/narendramodi/status/1799041182775021801#m,It is with utmost humility that I accept the responsibility of leading the NDA to yet another term of development-oriented governance. I am grateful to our fellow NDA allies and MPs for their trust in me.,Narendra Modi,83514,205,11800,1160
84,https://twitter.com/myogiadityanath/status/1799004720096567481#m,"'एक भारत-श्रेष्ठ भारत' के शिल्पकार, अमृतकाल के सारथी आदरणीय प्रधानमंत्री श्री @narendramodi जी को लगातार तीसरी बार सर्वसम्मति से भाजपा संसदीय दल, NDA संसदीय दल और लोक सभा के नेता चुने जाने पर हार्दिक बधाई!  प्रधानमंत्री मोदी जी के यशस्वी नेतृत्व में NDA परिवार 'आत्मनिर्भर…",Yogi Adityanath,22648,66,3671,751
85,https://twitter.com/narendramodi/status/1798980530651951225#m,Addressing the NDA Parliamentary Party meeting.  https://x.com/i/broadcasts/1ypJdkEvNOjGW,Narendra Modi,60620,372,12929,2220
86,https://twitter.com/JPNadda/status/1798966413996302450#m,"During the National Democratic Alliance (NDA) Parliamentary Party meeting at Central Hall, Samvidhan Sadan. https://nitter.kavin.rocks/i/broadcasts/1OdKrjBvRayKX",Jagat Prakash Nadda,2705,13,866,137
87,https://twitter.com/myogiadityanath/status/1798514324534943753#m,"ॐ शं शनैश्चराय नमः  प्रदेश वासियों को शनि जयंती की हार्दिक शुभकामनाएं!  न्याय के देवता, भगवान शनिदेव की कृपा से संपूर्ण सृष्टि में सुख-सौभाग्य का वास हो तथा सभी प्राणियों के मनोरथ पूर्ण हों, यही कामना है।",Yogi Adityanath,30638,73,3960,1032
88,https://twitter.com/myogiadityanath/status/1798364689358807192#m,आदरणीय प्रधानमंत्री श्री @narendramodi जी को लगातार तीसरी बार सर्वसम्मति से एनडीए का नेता चुने जाने पर हार्दिक बधाई!  प्रधानमंत्री जी के यशस्वी नेतृत्व में विगत 10 वर्षों में एनडीए ने विकास और विरासत को संजोते हुए 'एक भारत-श्रेष्ठ भारत-आत्मनिर्भर भारत' की संकल्पना को सिद्ध किया…,Yogi Adityanath,52550,138,6375,1840
89,https://twitter.com/myogiadityanath/status/1798363027844297071#m,"आज जन्मदिन के अवसर पर प्राप्त भावपूर्ण एवं आत्मीय शुभकामनाओं के लिए आप सभी का हृदयतल से आभार!  आप सभी की शुभेच्छाएं 'आत्मनिर्भर उत्तर प्रदेश' के निर्माण एवं 25 करोड़ प्रदेश वासियों की सेवा, सुरक्षा और समृद्धि हेतु अविराम क्रियाशील रहने के लिए मुझे ऊर्जा प्रदान करती हैं।",Yogi Adityanath,38276,270,4871,3756
90,https://twitter.com/myogiadityanath/status/1798343027557376204#m,आत्मीय शुभेच्छाओं के लिए आपका हार्दिक आभार!,Yogi Adityanath,4376,5,388,157
91,https://twitter.com/myogiadityanath/status/1798336866560966830#m,आपकी शुभकामनाएं मुझे ऊर्जा प्रदान करती हैं।  आत्मीय शुभेच्छाओं के लिए हार्दिक आभार!,Yogi Adityanath,6812,5,614,168
92,https://twitter.com/myogiadityanath/status/1798321225128915178#m,Thank you so much for your warm wishes.  Your support and encouragement inspire me to continue serving the people with dedication.,Yogi Adityanath,4762,2,434,147
93,https://twitter.com/myogiadityanath/status/1798294645904191761#m,आपकी आत्मीय शुभेच्छाओं के लिए हृदय से आभार!,Yogi Adityanath,3241,7,312,172
94,https://twitter.com/myogiadityanath/status/1798283504528302494#m,Thank you from the bottom of my heart!  Your heartfelt good wishes inspire me to serve the society.,Yogi Adityanath,8756,8,737,123
95,https://twitter.com/myogiadityanath/status/1798283160113098848#m,आपकी आत्मीय शुभकामनाएं मुझे ऊर्जा प्रदान करती हैं।   मंगलकामनाओं हेतु हार्दिक आभार!,Yogi Adityanath,4958,4,373,84
96,https://twitter.com/myogiadityanath/status/1798282510667055415#m,ऊर्जा प्रदान करती भावपूर्ण शुभेच्छाओं के लिए आपका हार्दिक आभार!,Yogi Adityanath,6357,3,486,90
97,https://twitter.com/myogiadityanath/status/1798282116708626516#m,Thank you very much for your warm wishes!,Yogi Adityanath,2428,1,238,48
98,https://twitter.com/myogiadityanath/status/1798276282750562769#m,आपकी आत्मीय शुभकामनाओं के लिए हार्दिक आभार!  आदरणीय प्रधानमंत्री जी के मार्गदर्शन में 'नया उत्तर प्रदेश' समग्र विकास के सुपथ पर अविराम गतिशील है।,Yogi Adityanath,5083,3,483,122
99,https://twitter.com/myogiadityanath/status/1798274343182676183#m,आपकी आत्मीय मंगलकामनाओं के लिए हार्दिक आभार!,Yogi Adityanath,4130,7,343,194
